"trial.type","pas","trial","jitter.x","jitter.y","odd.digit","target.contrast","target.frames","cue","task","target.type","rt.subj","rt.obj","even.digit","seed","obj.resp","subject"
"staircase",2,0,0.400376428521,0.166918697771,3,1,3,31,"pairs","even",4.50934569046,4.31757211544,6,50983,"e","017"
"staircase",1,1,0.023239861771,0.304698859556,7,1,3,31,"pairs","even",1.42920506453,2.18478915863,6,50983,"e","017"
"staircase",3,2,-0.300478807262,0.490131920004,3,0.9,3,31,"pairs","odd",2.2457524955,2.74188456396,6,50983,"o","017"
"staircase",4,3,0.19856520238,0.264024671657,3,0.9,3,31,"pairs","odd",1.49267630339,1.5257337983,8,50983,"o","017"
"staircase",4,4,-0.485280188981,0.440681239709,7,0.8,3,31,"pairs","odd",1.36677887039,1.73146970448,6,50983,"o","017"
"staircase",4,5,0.0991239914495,0.0132372864764,3,0.8,3,31,"pairs","even",1.3323105309,1.30182184759,6,50983,"e","017"
"staircase",4,6,-0.0674204444373,-0.481670360651,3,0.5,3,31,"pairs","odd",1.98800285933,0.925162274503,8,50983,"o","017"
"staircase",4,7,0.109026317862,0.0941381293082,7,0.5,3,31,"pairs","even",1.067231552,0.951696965776,6,50983,"e","017"
"staircase",3,8,0.465617918623,-0.45177636389,3,0.3,3,31,"pairs","odd",1.25173874703,1.17189137695,8,50983,"o","017"
"staircase",4,9,-0.467560832042,-0.170375167504,3,0.3,3,31,"pairs","even",0.658561239654,1.30006847199,6,50983,"e","017"
"staircase",4,10,0.229226707965,-0.17514729018,3,0.2,3,31,"pairs","odd",1.04952670151,1.06384011842,8,50983,"o","017"
"staircase",4,11,-0.267676033885,-0.44571906437,3,0.2,3,31,"pairs","even",0.573603963641,1.76561364895,8,50983,"e","017"
"staircase",2,12,0.176573143291,-0.262074661106,9,0.05,3,7,"singles","odd",1.41011469143,2.51100975478,4,50983,"e","017"
"staircase",1,13,-0.272810167443,-0.0602098081395,9,0.05,3,7,"singles","odd",1.04204987539,1.31133332854,4,50983,"o","017"
"staircase",1,14,-0.489603794369,-0.39945021683,9,0.01,3,7,"singles","even",0.687828650993,3.02619387119,4,50983,"o","017"
"staircase",2,15,-0.254204823368,0.407129121619,9,0.01,3,7,"singles","even",0.748541163435,1.6468946534,4,50983,"o","017"
"staircase",3,16,-0.467101983402,0.0255299598511,9,0.1,3,7,"singles","even",1.01284166272,0.961292625179,4,50983,"e","017"
"staircase",4,17,-0.371015956029,0.34954125867,9,0.1,3,7,"singles","even",0.555402597145,0.916626031743,4,50983,"e","017"
