"trial.type","pas","trial","jitter.x","jitter.y","odd.digit","target.contrast","target.frames","cue","task","target.type","rt.subj","rt.obj","even.digit","seed","obj.resp","subject"
"staircase",1,0,-0.308571825365,0.39241804996,7,1,3,0,"quadruplet","odd",9.46999636938,22.3088486954,2,89278,"e","019"
"staircase",4,1,0.186616631697,-0.171010277125,9,1,3,0,"quadruplet","even",2.46916211299,1.51818305939,2,89278,"e","019"
"staircase",4,2,-0.341603183899,-0.144631206383,3,0.9,3,0,"quadruplet","odd",2.44459363878,3.00742755092,6,89278,"o","019"
"staircase",4,3,-0.117018250635,-0.335633207169,7,0.9,3,0,"quadruplet","even",1.5976191185,1.07971186331,2,89278,"e","019"
"staircase",4,4,0.384637137381,0.295086701715,9,0.8,3,0,"quadruplet","even",2.43552974083,1.56351623669,6,89278,"e","019"
"staircase",4,5,-0.30305916816,0.236641255343,5,0.8,3,0,"quadruplet","odd",1.84589354574,0.915310315659,8,89278,"o","019"
"staircase",4,6,0.0745628327035,0.32976022664,5,0.5,3,0,"quadruplet","odd",1.10117702695,0.918362982285,8,89278,"o","019"
"staircase",3,7,0.403915017609,0.0798095325577,5,0.5,3,0,"quadruplet","even",1.10227579531,1.26840779191,6,89278,"e","019"
"staircase",3,8,-0.441187520989,-0.201465103741,7,0.3,3,0,"quadruplet","odd",1.1502732549,0.903885314726,4,89278,"o","019"
"staircase",4,9,-0.35801176839,-0.0298270892649,3,0.3,3,0,"quadruplet","odd",1.73008075999,0.735042840332,4,89278,"o","019"
"staircase",3,10,-0.000968172297447,-0.0303726155562,9,0.2,3,0,"quadruplet","even",1.90080287767,1.38844113479,2,89278,"e","019"
"staircase",3,11,-0.114748660511,0.295323109329,7,0.2,3,0,"quadruplet","even",0.932442684225,1.96062775227,8,89278,"e","019"
"staircase",1,12,-0.338014667873,0.180615080798,9,0.05,3,10,"pairs","odd",0.906183797154,1.68784131198,2,89278,"e","019"
"staircase",2,13,-0.111356418345,0.173936369499,9,0.05,3,10,"pairs","odd",1.33567287842,1.42653633378,6,89278,"o","019"
"staircase",2,14,0.492820352726,-0.373614799578,9,0.01,3,10,"pairs","even",1.34056207254,2.31731410506,2,89278,"e","019"
"staircase",3,15,-0.0481907317221,0.40515489258,9,0.01,3,10,"pairs","even",1.57157307289,1.45396071604,6,89278,"e","019"
"staircase",3,16,0.246461875422,0.0161599203845,9,0.1,3,10,"pairs","odd",1.24104055519,0.687002949325,2,89278,"o","019"
"staircase",3,17,-0.45926239987,0.13225383643,9,0.1,3,10,"pairs","even",0.949064849233,1.05932048825,6,89278,"e","019"
"staircase",3,18,0.476044980137,-0.0946923861644,9,0.0808558671049,3,10,"pairs","even",0.610270866419,0.605861763237,6,89278,"e","019"
"staircase",2,19,-0.198931415507,0.0300291234054,5,0.0716337453653,3,10,"pairs","odd",1.00706996359,0.449743580794,2,89278,"o","019"
"staircase",3,20,-0.0527179301745,-0.116561402983,9,0.0649366852502,3,10,"pairs","even",1.09060647154,0.547439178501,6,89278,"e","019"
"staircase",2,21,0.416570165288,-0.0795833093411,9,0.0597784264065,3,10,"pairs","even",0.754523650894,0.888378685331,6,89278,"e","019"
"staircase",1,22,0.3447439928,-0.150494252348,9,0.0556867002394,3,10,"pairs","odd",1.53622085963,0.439168576936,2,89278,"o","019"
"staircase",3,23,-0.473466298153,-0.202155109734,9,0.0523221853988,3,10,"pairs","odd",1.04635837505,0.480603538985,6,89278,"o","019"
"staircase",2,24,0.42321014541,0.0747938573496,3,0.0494500372723,3,0,"singles","even",0.734272573256,1.40969893199,2,89278,"e","019"
"staircase",3,25,-0.227689203128,-0.0276289197929,3,0.046874016899,3,0,"singles","odd",0.866251044104,0.558812851107,2,89278,"o","019"
"staircase",2,26,0.192805744878,0.449094841296,3,0.0444912370874,3,0,"singles","odd",0.781427906116,0.718621540172,2,89278,"o","019"
"staircase",3,27,-0.259363161136,-0.472975026682,3,0.0421807707955,3,0,"singles","even",0.660992149161,0.788859563305,2,89278,"e","019"
"staircase",1,28,-0.0713685397179,0.347225340475,3,0.0398064329592,3,0,"singles","odd",1.16108471124,1.98073716373,2,89278,"e","019"
"staircase",3,29,0.271242771472,-0.226284426399,3,0.0473467177698,3,0,"singles","odd",0.905511053897,0.41688455541,2,89278,"o","019"
