"trial.type","pas","trial","jitter.x","jitter.y","odd.digit","target.contrast","target.frames","cue","task","target.type","rt.subj","rt.obj","even.digit","seed","obj.resp","subject"
"practice",4,0,0.216906336089,0.00285146448183,9,0.1,9,0,"quadruplet","even",5.65483498573,1.10241007805,2,14408,"e","023"
"practice",4,1,-0.418838475869,0.274593757833,9,0.1,8,0,"quadruplet","odd",1.61481380463,0.895596027374,8,14408,"o","023"
"practice",4,2,-0.256421836455,-0.394251717433,3,0.1,7,0,"quadruplet","even",0.998812913895,1.25851511955,4,14408,"e","023"
"practice",4,3,0.0448020077638,0.242846994396,7,0.1,6,0,"quadruplet","odd",1.03889608383,0.677448987961,2,14408,"o","023"
"practice",4,4,-0.0921812163235,0.386933992797,7,0.1,5,0,"quadruplet","even",0.718831062317,0.848653078079,8,14408,"e","023"
"practice",4,5,-0.0998079113698,-0.181206456452,9,0.1,4,0,"quadruplet","odd",1.03091788292,0.434471130371,6,14408,"o","023"
"practice",3,6,0.226270840042,-0.446058967697,5,0.1,3,0,"quadruplet","even",0.838799953461,1.35126018524,6,14408,"e","023"
"practice",3,7,-0.413438535198,-0.335654797078,9,0.1,2,0,"quadruplet","odd",1.99876093864,1.41634011269,4,14408,"o","023"
"practice",2,8,-0.228954977738,-0.216334724317,3,0.1,1,0,"quadruplet","even",1.35886788368,1.68769693375,4,14408,"e","023"
"practice",4,9,0.471721288806,-0.154935760471,9,0.1,9,0,"quadruplet","odd",0.774787187576,1.13041591644,8,14408,"o","023"
"practice",4,10,-0.217668807136,-0.0572343489164,5,0.1,8,0,"quadruplet","even",0.630830049515,0.79851603508,2,14408,"e","023"
"practice",4,11,0.0316320328879,0.125627242711,5,0.1,7,0,"quadruplet","odd",0.798809051514,0.577566146851,2,14408,"o","023"
"practice",4,12,-0.0981372818338,-0.359391332227,3,0.1,6,0,"quadruplet","even",0.519068956375,0.656461000443,4,14408,"e","023"
"practice",4,13,-0.401598014188,0.133732045729,5,0.1,5,0,"quadruplet","odd",0.798763990402,0.503635168076,8,14408,"o","023"
"practice",4,14,0.220284763581,0.0948059395715,7,0.1,4,0,"quadruplet","even",1.07822704315,0.483350992203,8,14408,"e","023"
"practice",4,15,-0.299538255321,-0.335978300906,5,0.1,3,0,"quadruplet","odd",0.894873857498,0.414150953293,4,14408,"o","023"
