"trial.type","pas","trial","jitter.x","jitter.y","odd.digit","target.contrast","target.frames","cue","task","target.type","rt.subj","rt.obj","even.digit","seed","obj.resp","subject"
"practice",4,0,0.190421101118,0.249741035588,3,0.1,9,0,"quadruplet","even",7.74271416664,2.32502102852,6,21722,"e","005"
"practice",4,1,0.241158354237,0.034283050888,3,0.1,8,0,"quadruplet","odd",1.97468495369,2.46253108978,8,21722,"o","005"
"practice",4,2,0.162656611463,0.345046642276,9,0.1,7,0,"quadruplet","even",1.58255505562,1.81109213829,8,21722,"e","005"
"practice",4,3,0.491058816477,-0.380326022915,9,0.1,6,0,"quadruplet","odd",2.43059110641,2.26042199135,6,21722,"o","005"
"practice",4,4,-0.177613778831,-0.0546517663793,5,0.1,5,0,"quadruplet","even",1.5746409893,1.87998604774,2,21722,"e","005"
"practice",3,5,-0.298453959398,-0.236661337263,7,0.1,4,0,"quadruplet","odd",1.67065501213,2.16698884964,2,21722,"o","005"
"practice",1,6,0.270801838798,-0.427265758885,7,0.1,3,0,"quadruplet","even",1.90256714821,3.1264770031,4,21722,"e","005"
"practice",1,7,-0.453498786416,0.0410449087756,9,0.1,2,0,"quadruplet","odd",1.68661189079,3.57958984375,4,21722,"o","005"
"practice",1,8,0.0427365703655,0.215133260023,5,0.1,1,0,"quadruplet","even",1.15082001686,4.3511030674,8,21722,"o","005"
"practice",4,9,-0.176648579594,0.475390652624,7,0.1,9,0,"quadruplet","odd",1.41461610794,2.31866884232,2,21722,"o","005"
"practice",4,10,0.179532043897,0.0256767068035,5,0.1,8,0,"quadruplet","even",1.80669403076,1.15246295929,8,21722,"e","005"
"practice",4,11,0.281410416302,-0.0497527594969,5,0.1,7,0,"quadruplet","odd",1.23887205124,1.66218590736,4,21722,"o","005"
"practice",4,12,0.11918762061,0.49502505276,9,0.1,6,0,"quadruplet","even",0.910804986954,1.3860039711,2,21722,"e","005"
"practice",4,13,-0.451493493705,-0.262215123593,7,0.1,5,0,"quadruplet","odd",0.998638868332,1.3643078804,4,21722,"o","005"
"practice",3,14,0.301268324729,0.169365709932,3,0.1,4,0,"quadruplet","even",1.99061489105,1.22819590569,6,21722,"e","005"
"practice",3,15,-0.288130820042,0.408719460185,3,0.1,3,0,"quadruplet","odd",0.990607976913,2.91254496574,6,21722,"e","005"
