"trial.type","pas","trial","jitter.x","jitter.y","odd.digit","target.contrast","target.frames","cue","task","target.type","rt.subj","rt.obj","even.digit","obj.resp","subject"
"practice",1,0,-0.0826967790622,0.757042332512,5,0.1,9,0,"quadruplet","even",1.90216803551,82.208979845,6,"o","007"
"practice",4,1,-0.0152682178731,-0.995044910486,5,0.1,8,0,"quadruplet","odd",0.278485059738,0.564841032028,6,"o","007"
"practice",4,2,-0.0096801046845,0.522313538409,3,0.1,7,0,"quadruplet","even",0.222381830215,0.647177934647,2,"e","007"
"practice",4,3,-0.616821455099,0.103077757725,3,0.1,6,0,"quadruplet","odd",0.229099988937,0.581645965576,8,"o","007"
"practice",4,4,0.332965178256,-0.535727785553,7,0.1,5,0,"quadruplet","even",0.229254007339,0.619590044022,4,"e","007"
"practice",4,5,-0.137117535423,-0.454257826521,9,0.1,4,0,"quadruplet","odd",0.294492959976,0.235786914825,8,"o","007"
"practice",2,6,0.513255743491,0.024914683344,7,0.1,3,0,"quadruplet","even",1.24544596672,0.822510004044,4,"e","007"
"practice",2,7,0.384578709632,0.479440634193,9,0.1,2,0,"quadruplet","odd",0.286374092102,2.35855698586,6,"o","007"
"practice",1,8,-0.351187298387,0.450617711627,5,0.1,1,0,"quadruplet","even",0.229439973831,1.13354921341,4,"e","007"
"practice",4,9,-0.221943067576,-0.381236985722,3,0.1,9,0,"quadruplet","odd",0.222465991974,0.6407289505,2,"o","007"
"practice",4,10,-0.232794284231,0.749879058785,5,0.1,8,0,"quadruplet","even",0.261047124863,0.429483890533,8,"e","007"
"practice",4,11,0.378664925937,0.933879613419,3,0.1,7,0,"quadruplet","odd",0.286541938782,1.51879191399,4,"o","007"
"practice",4,12,0.155266223003,-0.166886942359,3,0.1,6,0,"quadruplet","even",0.261325836182,0.930352926254,6,"e","007"
"practice",4,13,0.393168944184,-0.410307194478,9,0.1,5,0,"quadruplet","odd",0.286707878113,0.325891017914,4,"o","007"
"practice",4,14,0.673420550851,0.109433010786,7,0.1,4,0,"quadruplet","even",0.213284015656,0.426455974579,8,"e","007"
"practice",3,15,0.3187559697,-0.559663520872,5,0.1,3,0,"quadruplet","odd",0.358455181122,1.41981196404,6,"e","007"
"practice",2,16,0.553115555781,-0.692754566168,7,0.1,2,0,"quadruplet","even",0.149397850037,2.53850603104,2,"o","007"
"practice",1,17,0.309364148328,-0.846309735013,9,0.1,1,0,"quadruplet","odd",0.197237968445,1.24911999702,2,"e","007"
"experiment",1,0,0.170750463239,-0.367103772049,7,0.1,1,0,"quadruplet","even",0.18222784996,1.28782105446,6,"e","007"
"experiment",4,1,-0.160682876248,0.189831860271,5,0.1,5,0,"quadruplet","odd",0.302492856979,1.15257000923,2,"o","007"
"experiment",2,2,0.957320683023,0.780503630893,9,0.1,2,0,"quadruplet","even",0.342550039291,1.09218907356,6,"o","007"
"experiment",4,3,0.670411760227,0.737224405359,3,0.1,6,0,"quadruplet","odd",0.254523992538,1.47183990479,2,"o","007"
"experiment",4,4,0.801989871775,-0.598177916602,9,0.1,4,0,"quadruplet","odd",0.165267944336,1.0943608284,6,"o","007"
"experiment",4,5,-0.845090905645,0.978885740039,9,0.1,3,0,"quadruplet","even",0.309356927872,0.642461061478,8,"e","007"
"experiment",1,6,-0.20073035131,0.758818807846,7,0.1,2,0,"quadruplet","odd",0.230359077454,1.67603302002,4,"e","007"
"experiment",1,7,0.646439386878,-0.477505776146,9,0.1,1,0,"quadruplet","even",0.260864019394,0.766841173172,6,"o","007"
"experiment",4,8,-0.678401368704,0.226838340955,7,0.1,3,0,"quadruplet","even",1.14947986603,0.72602391243,4,"e","007"
"experiment",1,9,0.777045380054,0.885922892998,3,0.1,4,0,"quadruplet","odd",0.262368917465,1.4871609211,2,"o","007"
