"trial.type","pas","trial","jitter.x","jitter.y","odd.digit","target.contrast","target.frames","cue","task","target.type","rt.subj","rt.obj","even.digit","seed","obj.resp","subject"
"practice",4,0,-0.4975865664,0.3856911778,7,0.1,9,0,"quadruplet","even",10.0547859669,1.8896009922,6,80613,"e","019"
"practice",2,1,-0.4393422694,0.2227990168,9,0.1,8,0,"quadruplet","odd",3.1747848988,2.0549910069,8,80613,"o","019"
"practice",3,2,0.2302272464,0.1113323409,7,0.1,7,0,"quadruplet","even",1.1898550987,1.3955578804,8,80613,"e","019"
"practice",3,3,-0.0191156035,-0.2321892284,3,0.1,6,0,"quadruplet","odd",0.9748420715,1.5172290802,2,80613,"o","019"
"practice",2,4,0.3224376921,0.0191497394,5,0.1,5,0,"quadruplet","even",2.574958086,0.8711180687,4,80613,"e","019"
"practice",3,5,0.3560444635,0.1846706689,9,0.1,4,0,"quadruplet","odd",2.3189890385,1.438421011,6,80613,"e","019"
"practice",3,6,0.0729095882,-0.2136357408,3,0.1,3,0,"quadruplet","even",2.262830019,0.847028017,2,80613,"e","019"
"practice",1,7,0.4657513932,0.2512361132,9,0.1,2,0,"quadruplet","odd",2.0548307896,1.7360510826,4,80613,"o","019"
"practice",1,8,0.2507541066,-0.4200876494,5,0.1,1,0,"quadruplet","even",0.4868760109,1.9924709797,8,80613,"o","019"
"practice",4,9,0.3663766585,0.3482135591,3,0.1,9,0,"quadruplet","odd",3.2308571339,1.2848069668,6,80613,"o","019"
"practice",2,10,-0.4796023918,-0.0113455914,3,0.1,8,0,"quadruplet","even",1.8789367676,0.9652199745,4,80613,"e","019"
"practice",3,11,0.2150647134,-0.215286287,3,0.1,7,0,"quadruplet","odd",1.3828880787,0.7645001411,2,80613,"o","019"
"practice",3,12,-0.340617487,0.494300029,7,0.1,6,0,"quadruplet","even",2.1347858906,0.8676900864,4,80613,"e","019"
"practice",1,13,-0.1940238759,-0.0862262663,9,0.1,5,0,"quadruplet","odd",0.7339069843,0.8745760918,2,80613,"o","019"
"practice",3,14,0.3803650353,0.2667776395,7,0.1,4,0,"quadruplet","even",0.7508280277,0.8972899914,8,80613,"e","019"
"practice",3,15,0.0625140083,0.4048250767,7,0.1,3,0,"quadruplet","odd",1.7348232269,0.8963930607,8,80613,"o","019"
"practice",1,16,-0.2584663299,-0.1641300934,5,0.1,2,0,"quadruplet","even",0.7029349804,0.729831934,6,80613,"o","019"
"practice",1,17,0.1222844221,0.4165558909,5,0.1,1,0,"quadruplet","odd",0.4468071461,1.2107701302,2,80613,"o","019"
"experiment",2,0,-0.0311788447,-0.252257025,5,0.1,2,30,"pairs","odd",1.3989269733,1.4100539684,6,80613,"o","019"
"experiment",3,1,-0.0475118793,-0.263826287,5,0.1,5,30,"pairs","odd",3.7347991467,2.2391719818,8,80613,"o","019"
"experiment",1,2,-0.2094991791,0.4522198115,5,0.1,1,30,"pairs","even",0.2707970142,2.5260550976,8,80613,"o","019"
"experiment",2,3,-0.4919813703,0.4077815115,5,0.1,4,30,"pairs","even",0.7030489445,0.960160017,6,80613,"e","019"
"experiment",3,4,-0.0102323961,-0.1215074174,3,0.1,3,30,"pairs","odd",2.2148909569,0.9130940437,8,80613,"o","019"
"experiment",4,5,-0.4561041179,0.3770129571,3,0.1,6,30,"pairs","odd",1.9828281403,0.6050169468,6,80613,"o","019"
"experiment",3,6,-0.2118784923,0.4831974378,5,0.1,6,30,"pairs","even",0.9336369038,0.7023320198,6,80613,"e","019"
"experiment",4,7,-0.1245818238,-0.4658104703,5,0.1,5,30,"pairs","even",0.5429210663,1.7402739525,8,80613,"e","019"
"experiment",4,8,-0.0180938887,0.2150912511,5,0.1,3,30,"pairs","odd",0.7667369843,0.7505609989,8,80613,"o","019"
"experiment",3,9,0.2320084031,-0.4558221068,3,0.1,1,30,"pairs","even",0.5908949375,0.7669041157,8,80613,"e","019"
"experiment",2,10,0.1276076679,0.4148978805,5,0.1,4,30,"pairs","even",3.8304350376,0.8660440445,8,80613,"e","019"
"experiment",2,11,0.0512457241,0.1451020238,3,0.1,2,30,"pairs","odd",0.6148879528,0.5972490311,8,80613,"o","019"
"experiment",2,12,0.4808371057,-0.3490872254,9,0.1,3,15,"singles","odd",0.542937994,1.1508750916,8,80613,"e","019"
"experiment",3,13,-0.3910859097,-0.0311875464,9,0.1,6,15,"singles","even",0.9828848839,0.5694448948,8,80613,"e","019"
"experiment",3,14,0.313435168,-0.242362188,9,0.1,4,15,"singles","even",0.9190380573,0.9543590546,8,80613,"e","019"
"experiment",4,15,-0.0818570576,-0.3807016528,9,0.1,5,15,"singles","odd",0.9188570976,0.527132988,8,80613,"o","019"
"experiment",2,16,-0.0613129288,0.2851486345,9,0.1,1,15,"singles","even",0.550809145,0.6150801182,8,80613,"e","019"
"experiment",1,17,0.30451126,-0.0230832618,9,0.1,2,15,"singles","odd",1.3266320229,3.8188951016,8,80613,"e","019"
"experiment",2,18,0.1377234745,0.0020172681,9,0.1,1,15,"singles","odd",0.8228969574,0.6864640713,8,80613,"e","019"
"experiment",4,19,-0.2222836296,0.3399258409,9,0.1,6,15,"singles","even",1.4548549652,0.9765310287,8,80613,"e","019"
"experiment",3,20,-0.2734333188,-0.135929954,9,0.1,5,15,"singles","even",1.6947820187,0.8488750458,8,80613,"e","019"
"experiment",2,21,0.2829412877,-0.2801922302,9,0.1,3,15,"singles","odd",1.5828330517,0.5008199215,8,80613,"o","019"
"experiment",3,22,-0.2236446522,-0.2056066382,9,0.1,4,15,"singles","odd",0.9902000427,0.8078978062,8,80613,"e","019"
"experiment",1,23,-0.2155540233,-0.4857791821,9,0.1,2,15,"singles","even",0.64686203,0.8920149803,8,80613,"o","019"
"experiment",2,24,0.0774459917,-0.1588484582,3,0.1,1,0,"quadruplet","even",0.5430090427,0.5755269527,6,80613,"o","019"
"experiment",2,25,0.0511717973,0.0525330048,3,0.1,2,0,"quadruplet","odd",0.6620509624,1.0672011375,4,80613,"o","019"
"experiment",3,26,-0.2540157411,0.2519847662,9,0.1,6,0,"quadruplet","even",2.1909401417,1.8311550617,4,80613,"e","019"
"experiment",3,27,-0.4575372854,0.4816200665,3,0.1,4,0,"quadruplet","odd",0.5828580856,0.6214809418,8,80613,"o","019"
"experiment",3,28,0.4516114192,-0.2961055516,3,0.1,5,0,"quadruplet","odd",1.1348619461,0.6586961746,6,80613,"e","019"
"experiment",3,29,-0.0092855948,-0.4311060686,3,0.1,3,0,"quadruplet","even",1.6300551891,0.8146541119,6,80613,"e","019"
"experiment",2,30,-0.4101399215,0.268565629,5,0.1,3,0,"quadruplet","odd",0.7188990116,1.0884168148,4,80613,"o","019"
"experiment",2,31,0.010620909,-0.4229670213,3,0.1,1,0,"quadruplet","even",1.1988527775,0.4511961937,4,80613,"o","019"
"experiment",1,32,0.3202532303,-0.4845800752,5,0.1,2,0,"quadruplet","even",0.4228599072,1.1790847778,4,80613,"e","019"
"experiment",3,33,0.3872711772,0.3484444541,5,0.1,4,0,"quadruplet","odd",4.3828990459,1.330906868,6,80613,"e","019"
"experiment",3,34,-0.4036201988,0.4729908502,7,0.1,6,0,"quadruplet","even",1.0868210793,0.701444149,4,80613,"e","019"
"experiment",4,35,-0.3364301119,-0.2998331559,7,0.1,5,0,"quadruplet","odd",0.9420058727,0.5035710335,4,80613,"o","019"
"experiment",3,36,-0.1326843254,0.2060505198,5,0.1,5,9,"singles","odd",0.3829209805,0.7269229889,6,80613,"o","019"
"experiment",2,37,-0.3120160448,-0.3902346506,5,0.1,4,9,"singles","odd",0.9588930607,1.3566670418,6,80613,"o","019"
"experiment",1,38,0.0848548363,-0.0577354942,5,0.1,2,9,"singles","even",0.8709449768,1.8037648201,6,80613,"o","019"
"experiment",2,39,0.4353522094,-0.4274147676,5,0.1,3,9,"singles","even",0.6299920082,0.5953772068,6,80613,"o","019"
"experiment",3,40,0.2762911471,-0.4111593986,5,0.1,6,9,"singles","even",0.5270359516,0.5550308228,6,80613,"e","019"
"experiment",1,41,-0.155183909,-0.0379043499,5,0.1,1,9,"singles","even",1.9028599262,0.7921280861,6,80613,"o","019"
"experiment",2,42,0.2669799843,-0.0785129791,5,0.1,5,9,"singles","odd",0.6776220798,0.7425100803,6,80613,"o","019"
"experiment",2,43,-0.0788546587,0.3170199834,5,0.1,2,9,"singles","odd",1.199007988,0.7799258232,6,80613,"o","019"
"experiment",3,44,-0.3537061876,0.0793996659,5,0.1,1,9,"singles","odd",2.3580110073,1.8623530865,6,80613,"o","019"
"experiment",1,45,-0.3092974613,0.0654691828,5,0.1,3,9,"singles","even",0.510931015,0.6901810169,6,80613,"e","019"
"experiment",3,46,0.0959757902,-0.1112339026,5,0.1,6,9,"singles","even",1.2628581524,1.0625598431,6,80613,"e","019"
"experiment",4,47,0.0424888691,0.0035362652,5,0.1,4,9,"singles","odd",1.4708101749,2.167689085,6,80613,"o","019"
"experiment",3,48,-0.363461088,-0.1901672957,5,0.1,3,0,"quadruplet","odd",0.6868891716,0.7261669636,4,80613,"o","019"
"experiment",3,49,0.3266667588,-0.2940151353,7,0.1,2,0,"quadruplet","even",2.487019062,0.6322259903,6,80613,"o","019"
"experiment",2,50,0.1896042209,0.0390341035,9,0.1,4,0,"quadruplet","odd",1.423032999,0.8010540009,4,80613,"o","019"
"experiment",1,51,-0.019343812,-0.3847766956,5,0.1,1,0,"quadruplet","even",0.4149179459,0.7837319374,2,80613,"o","019"
"experiment",3,52,0.4326688541,-0.301320028,5,0.1,6,0,"quadruplet","odd",0.7909259796,0.6653020382,6,80613,"o","019"
"experiment",4,53,-0.224120507,0.1603429113,5,0.1,5,0,"quadruplet","even",1.5429348946,0.5880470276,6,80613,"e","019"
"experiment",2,54,0.1681481778,-0.2513640035,7,0.1,2,0,"quadruplet","even",1.238929987,0.6651480198,8,80613,"o","019"
"experiment",4,55,0.2575963596,0.0935394858,9,0.1,6,0,"quadruplet","odd",0.9909000397,0.5885238647,4,80613,"o","019"
"experiment",3,56,-0.020948438,0.3141314886,5,0.1,5,0,"quadruplet","even",0.4788291454,0.8549790382,6,80613,"e","019"
"experiment",3,57,-0.133762149,-0.1834210466,5,0.1,4,0,"quadruplet","even",0.5909199715,0.5943498611,6,80613,"e","019"
"experiment",4,58,-0.3931395475,-0.0207501045,7,0.1,3,0,"quadruplet","odd",1.7508249283,0.4629740715,6,80613,"o","019"
"experiment",2,59,-0.1031320242,-0.4047114371,9,0.1,1,0,"quadruplet","odd",0.8788030148,1.0993480682,4,80613,"e","019"
"experiment",3,60,0.3812512027,0.2257863794,9,0.1,4,22,"pairs","odd",0.6708600521,0.4099829197,4,80613,"o","019"
"experiment",3,61,-0.1440096934,0.2805835574,9,0.1,3,22,"pairs","even",0.9738759995,0.9043228626,6,80613,"e","019"
"experiment",1,62,-0.3101367057,0.1402682081,9,0.1,1,22,"pairs","odd",0.3748321533,0.4697699547,4,80613,"o","019"
"experiment",2,63,0.1566422441,0.2194735462,5,0.1,2,22,"pairs","even",0.662856102,0.4989359379,6,80613,"o","019"
"experiment",3,64,0.2677922936,0.3789905356,5,0.1,5,22,"pairs","odd",0.6548478603,1.4598419666,6,80613,"o","019"
"experiment",3,65,-0.2063657186,-0.0137348477,5,0.1,6,22,"pairs","even",1.7989649773,0.4899380207,4,80613,"e","019"
"experiment",2,66,-0.0784347425,-0.0012484376,9,0.1,3,22,"pairs","odd",0.5189468861,1.0165719986,6,80613,"e","019"
"experiment",1,67,-0.0850312292,0.4276287358,5,0.1,1,22,"pairs","even",2.0068910122,0.658509016,6,80613,"o","019"
"experiment",3,68,-0.2076339429,0.2070382766,5,0.1,6,22,"pairs","odd",1.2456660271,0.9335110188,4,80613,"o","019"
"experiment",1,69,-0.1287656177,0.1607956347,9,0.1,2,22,"pairs","even",0.3986928463,2.7693030834,4,80613,"o","019"
"experiment",3,70,-0.3458799819,-0.3720237302,5,0.1,4,22,"pairs","odd",1.3587861061,0.8972990513,4,80613,"o","019"
"experiment",2,71,0.3646230366,-0.3654645296,9,0.1,5,22,"pairs","even",1.5829541683,0.5746529102,4,80613,"e","019"
"experiment",1,72,0.3278749157,-0.1113164383,9,0.1,4,0,"quadruplet","even",0.6229290962,0.4916319847,8,80613,"o","019"
"experiment",3,73,0.1734627191,-0.1735709265,3,0.1,6,0,"quadruplet","odd",0.6297450066,0.76167202,4,80613,"o","019"
"experiment",3,74,-0.1841663101,-0.1275585003,5,0.1,3,0,"quadruplet","odd",0.4859399796,0.480602026,4,80613,"o","019"
"experiment",3,75,-0.109634039,-0.1757060451,3,0.1,5,0,"quadruplet","even",1.5909309387,0.5551710129,4,80613,"e","019"
"experiment",2,76,0.3888144103,0.4141685429,5,0.1,2,0,"quadruplet","odd",0.9509739876,0.4110939503,6,80613,"o","019"
"experiment",2,77,0.4599998889,-0.3865191749,5,0.1,1,0,"quadruplet","even",0.7098538876,0.6463079453,8,80613,"o","019"
"experiment",3,78,0.2267261124,-0.2817016827,7,0.1,4,0,"quadruplet","odd",0.6857779026,0.7064919472,8,80613,"o","019"
"experiment",2,79,0.0425450718,0.1566152095,5,0.1,1,0,"quadruplet","even",0.7977490425,0.513065815,2,80613,"o","019"
"experiment",2,80,0.0676254889,0.0153972491,9,0.1,3,0,"quadruplet","even",0.5588269234,0.5850148201,2,80613,"o","019"
"experiment",4,81,0.2413433536,-0.2243553452,3,0.1,6,0,"quadruplet","odd",2.0708680153,0.7542960644,8,80613,"o","019"
"experiment",3,82,-0.3718818488,0.2232627164,9,0.1,5,0,"quadruplet","even",1.2469198704,0.7659420967,6,80613,"e","019"
"experiment",2,83,0.1830550057,0.447700453,9,0.1,2,0,"quadruplet","odd",1.2389018536,0.4767401218,8,80613,"o","019"
"experiment",2,84,0.2064935743,0.2174210165,9,0.1,4,16,"pairs","even",1.2948811054,2.0913469791,8,80613,"o","019"
"experiment",3,85,0.0452593003,-0.0509364873,9,0.1,5,16,"pairs","even",0.7748968601,0.4626550674,8,80613,"e","019"
"experiment",2,86,0.0396500376,0.3143272649,5,0.1,3,16,"pairs","odd",0.5579750538,0.8470051289,2,80613,"e","019"
"experiment",2,87,0.0760935242,0.0859920712,5,0.1,1,16,"pairs","odd",0.6061310768,1.7410430908,8,80613,"e","019"
"experiment",4,88,-0.0131926097,0.0385992874,5,0.1,6,16,"pairs","even",1.0948610306,0.4823758602,8,80613,"e","019"
"experiment",2,89,0.0440682095,0.1621494983,9,0.1,2,16,"pairs","odd",1.5418298245,2.2317559719,2,80613,"e","019"
"experiment",3,90,-0.1350327485,0.2023361318,9,0.1,5,16,"pairs","odd",0.4230492115,0.9597868919,2,80613,"o","019"
"experiment",2,91,-0.4874019977,-0.2427382375,9,0.1,3,16,"pairs","even",1.3428649902,1.1184668541,2,80613,"e","019"
"experiment",2,92,-0.2123041377,0.2807376436,9,0.1,6,16,"pairs","even",1.6548948288,0.9959821701,2,80613,"e","019"
"experiment",3,93,0.1497752778,-0.1839931817,9,0.1,1,16,"pairs","odd",1.1269779205,0.54647398,2,80613,"e","019"
"experiment",3,94,-0.1046977784,-0.1751186916,9,0.1,4,16,"pairs","even",0.9350230694,0.6924519539,2,80613,"e","019"
"experiment",3,95,-0.4316673588,0.097853253,9,0.1,2,16,"pairs","odd",0.4937961102,1.1885261536,2,80613,"o","019"
"experiment",3,96,-0.2935252334,0.4801675572,9,0.1,5,7,"singles","odd",0.5749530792,0.3606991768,4,80613,"o","019"
"experiment",2,97,-0.407433945,-0.356618463,9,0.1,1,7,"singles","even",0.7668428421,0.5411689281,4,80613,"o","019"
"experiment",3,98,-0.2125301756,0.3960319518,9,0.1,6,7,"singles","even",0.6229279041,0.6047849655,4,80613,"e","019"
"experiment",1,99,-0.4308735669,-0.4170444486,9,0.1,3,7,"singles","odd",0.6550228596,0.5569550991,4,80613,"e","019"
"experiment",1,100,0.4974212429,-0.2301328486,9,0.1,2,7,"singles","even",0.526198864,1.1347639561,4,80613,"e","019"
"experiment",2,101,0.4316824852,0.3923967943,9,0.1,4,7,"singles","even",1.4628288746,1.0906448364,4,80613,"o","019"
"experiment",3,102,-0.2276413194,-0.0306173217,9,0.1,5,7,"singles","odd",1.1900649071,0.3675119877,4,80613,"o","019"
"experiment",2,103,-0.2685127466,0.2538632385,9,0.1,3,7,"singles","odd",0.6228289604,0.5876660347,4,80613,"e","019"
"experiment",2,104,0.1144517053,-0.0325335968,9,0.1,1,7,"singles","even",0.7428472042,2.3998019695,4,80613,"e","019"
